Customer Reference ID,Country,Signup Date,Reward Plan,Marketing Source Name,URL,Expiry Date,Customer Type,Total Net Revenue,Total Net Revenue MTD,Details
128016,Germany,27/05/2017,5% RevShare,CasDE,abc.com,0,Generic,11.00,0,List Activity
129922,Germany,15/06/2017,5% RevShare,CasDE,abc.com,0,Generic,8.00,0,List Activity
137545,Austria,28/08/2017,5% RevShare,CasAT,abc.com,0,Generic,-66.00,0,List Activity
144166,Germany,03/11/2017,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
146225,Germany,30/11/2017,5% RevShare,CasDE,abc.com,0,Generic,7.00,0,List Activity
146868,Germany,08/12/2017,5% RevShare,CasDE,abc.com,0,Generic,23.00,0,List Activity
326671,Germany,01/03/2018,5% RevShare,CasDE,abc.com,0,Generic,4.00,0,List Activity
326688,Germany,02/03/2018,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
326883,Germany,07/03/2018,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
327004,Germany,11/03/2018,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
327031,Germany,12/03/2018,5% RevShare,CasDE,abc.com,0,Generic,136.00,0,List Activity
327117,Germany,14/03/2018,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
327133,Germany,14/03/2018,5% RevShare,CasDE,abc.com,0,Generic,1396.00,0,List Activity
327136,Germany,14/03/2018,5% RevShare,CasDE,abc.com,0,Generic,1472.00,0,List Activity
327328,Germany,21/03/2018,5% RevShare,CasDE,abc.com,0,Generic,570.00,0,List Activity
327447,Germany,25/03/2018,5% RevShare,CasDE,abc.com,0,Generic,855.00,0,List Activity
327498,Germany,27/03/2018,5% RevShare,CasDE,abc.com,0,Generic,69.00,0,List Activity
327602,Germany,30/03/2018,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
327613,Germany,30/03/2018,5% RevShare,CasDE,abc.com,0,Generic,280.00,0,List Activity
327641,Germany,31/03/2018,5% RevShare,CasDE,abc.com,0,Generic,226.00,0,List Activity
327651,Germany,01/04/2018,5% RevShare,CasDE,abc.com,0,Generic,35.00,0,List Activity
327694,Germany,02/04/2018,5% RevShare,CasDE,abc.com,0,Generic,140.00,0,List Activity
327705,Germany,03/04/2018,5% RevShare,CasDE,abc.com,0,Generic,23.00,0,List Activity
327718,Germany,03/04/2018,5% RevShare,CasDE,abc.com,0,Generic,265.00,0,List Activity
327763,Germany,04/04/2018,5% RevShare,CasDE,abc.com,0,Generic,35.00,0,List Activity
327846,Germany,07/04/2018,5% RevShare,CasDE,abc.com,0,Generic,23.00,0,List Activity
327860,Germany,07/04/2018,5% RevShare,CasDE,abc.com,0,Generic,11.00,0,List Activity
327867,Germany,07/04/2018,5% RevShare,CasDE,abc.com,0,Generic,0.00,0,List Activity
327912,Germany,09/04/2018,5% RevShare,CasDE,abc.com,0,Generic,46.00,0,List Activity
328023,Germany,12/04/2018,5% RevShare,CasDE,abc.com,0,Generic,11.00,0,List Activity
328032,Germany,12/04/2018,5% RevShare,CasDE,abc.com,0,Generic,146.00,0,List Activity
328112,Germany,14/04/2018,5% RevShare,CasDE,abc.com,0,Generic,34.00,0,List Activity
328134,Germany,14/04/2018,5% RevShare,CasDE,abc.com,0,Generic,46.00,0,List Activity
328138,Germany,14/04/2018,5% RevShare,CasDE,abc.com,0,Generic,22.00,0,List Activity
328177,Germany,16/04/2018,5% RevShare,CasDE,abc.com,0,Generic,11.00,0,List Activity
328309,Germany,20/04/2018,5% RevShare,CasDE,abc.com,0,Generic,94.00,0,List Activity
328462,Germany,25/04/2018,5% RevShare,CasDE,abc.com,0,Generic,69.00,0,List Activity
328527,Germany,27/04/2018,5% RevShare,CasDE,abc.com,0,Generic,69.00,0,List Activity
