Customer Reference ID,Country,Signup Date,Reward Plan,Marketing Source Name,URL,Expiry Date,Customer Type,Total Net Revenue,Total Net Revenue MTD,Details
330597,Germany,43280,5% RevShare,CasDE,abc.com,0,Generic,-4,0,List Activity
330607,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,-162,0,List Activity
330610,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,21,0,List Activity
330611,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,41,0,List Activity
330615,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,42,0,List Activity
330619,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,0,0,List Activity
330620,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,42,0,List Activity
330621,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,63,0,List Activity
330626,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,10,0,List Activity
330628,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,1,0,List Activity
330630,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,21,0,List Activity
330636,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,31,0,List Activity
330639,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,13,0,List Activity
330640,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,-71,0,List Activity
330641,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,-5,0,List Activity
330644,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,-133,0,List Activity
330646,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,0,0,List Activity
330651,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,31,0,List Activity
330655,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,19,0,List Activity
330656,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,10,0,List Activity
330657,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,42,0,List Activity
330664,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,10,0,List Activity
330666,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,10,0,List Activity
330669,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,25,0,List Activity
330673,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,8,0,List Activity
330677,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,42,0,List Activity
330679,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,-2,0,List Activity
330682,Germany,43281,5% RevShare,CasDE,abc.com,0,Generic,0,0,List Activity
Totals:,,,,,,,,13483,0,
